河海大学,双一流,高收费专业,,,,,,,,2020,620,27221,2021,587,35958,2022,572,35312,,,
河海大学,双一流,其他单列,,,,,,,,2020,590,54281,2021,589,34265,2022,576,31813,2023,588,30481
河海大学,双一流,普通类,,,,,2019,601,15554,2020,633,18475,2021,613,17797,2022,596,17463,2023,608,17028
中国药科大学,双一流,普通类,,,,,2019,587,23239,2020,626,22973,2021,604,23232,2022,586,23793,2023,600,21690
苏州大学,双一流,医护类,,,,,,,,,,,,,,,,,2023,582,35635
苏州大学,双一流,中外合作办学,,,,,2019,581,27095,,,,,,,,,,,,
苏州大学,双一流,高收费专业,,,,,,,,2020,625,23684,2021,601,25226,,,,,,
苏州大学,双一流,普通类,,,,,2019,606,13279,2020,640,14443,2021,621,13845,2022,604,13355,2023,620,11310
重庆大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,621,10964
重庆大学,双一流,中外合作办学,,,,,2019,595,18563,,,,,,,,,,,,
重庆大学,双一流,高收费专业,,,,,,,,2020,641,13884,2021,624,12534,2022,606,12461,,,
重庆大学,双一流,普通类,,,,,2019,621,7757,2020,654,8089,2021,637,7791,2022,612,9863,2023,623,10186
中国石油大学（华东）,双一流,普通类,,,,,2019,584,25153,2020,623,25056,2021,597,28109,2022,578,30098,2023,597,23710
中国地质大学（武汉）,双一流,较高收费,,,,,,,,,,,,,,,,,2023,595,25156
中国地质大学（武汉）,双一流,中外合作办学,,,,,2019,574,31945,,,,,,,,,,,,
中国地质大学（武汉）,双一流,高收费专业,,,,,,,,2020,615,31039,2021,599,26645,2022,584,25296,,,
中国地质大学（武汉）,双一流,其他单列,,,,,,,,2020,575,71135,2021,570,51895,2022,563,44297,2023,573,44106
中国地质大学（武汉）,双一流,普通类,,,,,2019,594,19118,2020,628,21581,2021,606,21866,2022,584,25296,2023,596,24444
吉林大学,双一流,软件类,,,,,2019,613,10464,,,,,,,,,,2023,628,8437
吉林大学,双一流,特殊类,,,,,,,,,,,,,,,,,2023,591,28052
吉林大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,599,22358
吉林大学,双一流,医护类,,,,,,,,,,,2021,592,31893,2022,577,30905,2023,591,28052
吉林大学,双一流,中外合作办学,,,,,2019,573,32636,,,,,,,,,,,,
吉林大学,双一流,高收费专业,,,,,,,,2020,629,20922,2021,632,9454,2022,616,8467,,,
吉林大学,双一流,其他单列,,,,,,,,2020,650,9653,2021,612,18358,2022,584,25296,,,
吉林大学,双一流,护理类,,,,,2019,581,27095,,,,,,,,,,,,
吉林大学,双一流,医护类专业,,,,,,,,2020,589,55355,,,,,,,,,
吉林大学,双一流,农林矿,,,,,,,,2020,617,29485,2021,604,23232,2022,584,25296,2023,593,26587
吉林大学,双一流,普通类,,,,,2019,613,10464,2020,646,11437,2021,626,11699,2022,530,86614,2023,609,16466
吉林大学,双一流,农林类,,,,,2019,584,25153,,,,,,,,,,,,
中南大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,581,36540
中南大学,双一流,中外合作办学,,,,,2019,598,17020,,,,,,,,,,,,
中南大学,双一流,高收费专业,,,,,,,,2020,637,16139,2021,618,15229,2022,597,16878,,,
中南大学,双一流,普通类,,,,,2019,623,7166,2020,611,34290,2021,632,9454,2022,609,11202,2023,621,10964
哈尔滨工程大学,双一流,特殊类,,,,,,,,,,,,,,,,,2023,630,7810
哈尔滨工程大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,574,43114
哈尔滨工程大学,双一流,中外合作办学,,,,,2019,577,29841,,,,,,,,,,,,
哈尔滨工程大学,双一流,高收费专业,,,,,,,,2020,572,74766,2021,576,45897,2022,570,37209,,,
哈尔滨工程大学,双一流,其他单列,,,,,,,,2020,586,58573,2021,584,38526,2022,576,31813,2023,595,25156
哈尔滨工程大学,双一流,普通类,,,,,2019,596,18059,2020,635,17277,2021,615,16706,2022,599,15751,2023,617,12626
山东大学,双一流,医护类,,,,,,,,,,,2021,594,30319,2022,578,30098,2023,588,30481
山东大学,双一流,医护类专业,,,,,2019,529,74158,2020,613,32658,,,,,,,,,
山东大学,双一流,普通类,,,,,2019,618,8715,2020,655,7724,2021,638,7501,2022,619,7490,2023,611,15415
华中科技大学,双一流,特殊类,,,,,,,,,,,,,,,,,2023,593,26587
华中科技大学,双一流,医护类,,,,,,,,,,,2021,591,32664,2022,580,28410,2023,622,10580
华中科技大学,双一流,其他单列,,,,,,,,,,,2021,524,108202,2022,608,11637,,,
华中科技大学,双一流,普通类,,,,,2019,638,3641,2020,669,3612,2021,658,2928,2022,638,3161,2023,633,6878
武汉理工大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,591,28052
武汉理工大学,双一流,中外合作办学,,,,,2019,590,21457,,,,,,,,,,,,
武汉理工大学,双一流,高收费专业,,,,,,,,2020,630,20308,2021,587,35958,2022,578,30098,,,
武汉理工大学,双一流,其他单列,,,,,,,,2020,613,32658,2021,575,46947,2022,571,36261,2023,584,33845
武汉理工大学,双一流,单列类专业,,,,,2019,572,33407,,,,,,,,,,,,
武汉理工大学,双一流,普通类,,,,,2019,604,14189,2020,638,15517,2021,618,15229,2022,601,14755,2023,609,16466
延边大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,564,53716
延边大学,双一流,中外合作办学,,,,,2019,545,57178,,,,,,,,,,,,
延边大学,双一流,高收费专业,,,,,,,,2020,590,54281,2021,570,51895,2022,555,53255,,,
延边大学,双一流,普通类,,,,,2019,557,45612,2020,604,40431,2021,585,37676,2022,564,43252,2023,578,39314
上海财经大学,双一流,普通类,,,,,2019,575,31251,2020,661,5753,2021,642,6374,2022,613,9522,2023,617,12626
华东师范大学,双一流,普通类,,,,,2019,629,5572,2020,660,6046,2021,650,4428,2022,579,29255,2023,625,9462
华东理工大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,599,22358
华东理工大学,双一流,中外合作办学,,,,,2019,589,22024,,,,,,,,,,,,
华东理工大学,双一流,高收费专业,,,,,,,,2020,634,17857,2021,614,17248,2022,592,19875,,,
华东理工大学,双一流,普通类,,,,,2019,609,12015,2020,643,12897,2021,623,12952,2022,569,38099,2023,611,15415
东北大学,双一流,较高收费,,,,,,,,,,,,,,,,,2023,591,28052
东北大学,双一流,高收费专业,,,,,,,,,,,2021,585,37676,2022,580,28410,,,
东北大学,双一流,农林矿,,,,,,,,,,,2021,520,113880,2022,579,29255,2023,599,22358
